Name,Category,Rating,Reviews,Location_Area,Has_Website
Dr.Gupta's Dental Specialities Centre,Dental Clinic,4.9,1543,"Chennai, Greater Chennai",1
Gift Smile Dental Center,Dental Clinic,4.9,697,"Chennai, Greater Chennai",1
"Clove Dental Clinic in Nungambakkam, Chennai",Dental Clinic,4.8,1086,"Chennai, Greater Chennai",1
Opal Dentistry | Invisalign Provider,Dental Clinic,4.9,518,"Chennai, Greater Chennai",1
Tanzi Dental Clinic,Dental Clinic,5.0,482,"Chennai, Greater Chennai",1
Anlon Art Salon Nungambakkam Chennai,Beauty Salon,4.5,1482,"Chennai, Greater Chennai",1
Naturals Unisex Hair And Style Salon,Beauty Salon,4.7,1347,"Chennai, Greater Chennai",0
Zique,Beauty Salon,4.5,976,"Chennai, Greater Chennai",1
HAIR SPOT,Hair Salon,4.8,285,"Chennai, Greater Chennai",0
TONI&GUY Essensuals Hairdressing - Mount Road,Beauty Salon,4.7,560,"Chennai, Greater Chennai",1
Studio Vogue Luxury Salon & Academy,Beauty Salon,4.8,3935,"Chennai, Greater Chennai",1
Naturals Salon,Beauty Salon,4.6,1490,"Chennai, Greater Chennai",1
M.D MEDICALS,Pharmacy,4.6,65,"Chennai, Greater Chennai",0
Dr Sruthi Balaji Kids and Family Dentistry / Invisalign centre,Dental Clinic,5.0,57,"Chennai, Greater Chennai",0
Benney Bakes n Cakes,Bakery,4.2,760,"Chennai, Greater Chennai",1
Pearl Cakes & Confectioneries,Bakery,4.9,37,"Chennai, Greater Chennai",0
Apollo Pharmacy Tondiarpet-Illaya Street,Pharmacy,2.0,8,"Chennai, Greater Chennai",1
Ahamed Car A/c Service,Car Repair And Maintenance Service,4.2,36,"Chennai, Greater Chennai",0
Indian Tea Stall,Restaurant,4.5,125,"Chennai, Greater Chennai",0
C2 FITNESS & WELLNESS - Best Fitness Center In Mkb Nagar,Gym,4.7,148,"Chennai, Greater Chennai",0
lee fitness /gym,Gym,4.8,29,"Chennai, Greater Chennai",0
EZHIL FITNESS GYM,Fitness Center,5.0,43,"Chennai, Greater Chennai",0
GYM BEAN Fitness Studio,Fitness Center,4.9,422,"Chennai, Greater Chennai",0
Planet 1 Fitness Studio - Perambur,Gym,4.7,110,"Chennai, Greater Chennai",0
Team witness history gym A/C(Chennai),Gym,5.0,41,"Chennai, Greater Chennai",1
Soul Cafe (Veg),Cafe,4.8,267,"Chennai, Greater Chennai",0
Café Manana,Cafe,4.4,1459,"Chennai, Greater Chennai",0
Pizza Cottage,Pizza Restaurant,3.8,474,"Chennai, Greater Chennai",0
Udipi Sreenivasa Bhavan,Vegetarian Restaurant,3.8,81,"Chennai, Greater Chennai",0
Arun Gym,Gym,4.7,16,"Chennai, Greater Chennai",0
My Dentist Vyasarpadi [ Orthodontic & Root Canal Centre] Best Dental clinic,Dental Clinic,5.0,81,"Chennai, Greater Chennai",1
POOJA DENTAL CLINIC-Perambur/Periyar Nagar/Jawahar Nagar/Madhavaram/Chennai,Dental Clinic,4.9,236,"Chennai, Greater Chennai",1
"IMPLANT CASTLE — Dental Clinic |AIIMS Dentists | | Best Dental Clinic Perambur Chennai| RCT,Invisalign, Implant specialist",Dental Clinic,5.0,93,"Chennai, Greater Chennai",1
